County,State,Commodity,Value
Loudoun,VA,Grapes,2214.0
Loudoun,VA,Kiwifruit,2.0
Loudoun,VA,Nectarines,8.0
Loudoun,VA,Non-citrus totals,1212.0
Loudoun,VA,"Non-citrus, other",2.0
Loudoun,VA,Orchards,1472.0
Loudoun,VA,Peaches,107.0
Loudoun,VA,Pears,147.0
Loudoun,VA,Persimmons,4.0
Loudoun,VA,Plums,6.0
Loudoun,VA,Plums & prunes,6.0
Loudoun,VA,Raspberries,154.0
Loudoun,VA,Strawberries,12.0
Loudoun,VA,Tree nut totals,2.0
Loudoun,VA,"Tree nuts, other",2.0
Louisa,IA,Apples,32.0
Louisa,IA,Aronia berries,6.0
Louisa,IA,Berry totals,7.0
Louisa,IA,Cherries,12.0
Louisa,IA,Chestnuts,21.0
Louisa,IA,Fruit & tree nut totals,122013.0
Louisa,IA,Grapes,5.0
Louisa,IA,Non-citrus totals,72.0
Louisa,IA,"Non-citrus, other",3.0
Louisa,IA,Orchards,71.0
Louisa,IA,Peaches,16.0
Louisa,IA,Pears,25.0
Louisa,IA,Persimmons,5.0
Louisa,IA,Raspberries,4.0
Louisa,IA,Tree nut totals,28.0
Louisa,IA,"Tree nuts, other",3.0
Louisa,VA,Apples,54.0
Louisa,VA,Berry totals,9035.0
Louisa,VA,Blueberries,24.0
Louisa,VA,Cherries,18.0
Louisa,VA,Fruit & tree nut totals,401052.0
Louisa,VA,Grapes,74.0
Louisa,VA,Non-citrus totals,214.0
Louisa,VA,Orchards,136.0
Louisa,VA,Peaches,16.0
Louisa,VA,Pears,100.0
Louisa,VA,Persimmons,20.0
Louisa,VA,Raspberries,4.0
Louisa,VA,Strawberries,18.0
Loup,NE,Apples,8.0
Loup,NE,Fruit & tree nut totals,6008.0
Loup,NE,Non-citrus totals,14.0
Loup,NE,Orchards,9.0
Loup,NE,Peaches,16.0
Loup,NE,Pears,16.0
Love,OK,Apricots,4.0
Love,OK,Berry totals,2010.0
Love,OK,Blackberries,4.0
Love,OK,Fruit & tree nut totals,4285108.0
Love,OK,Non-citrus totals,4.0
Love,OK,Orchards,5931.0
Love,OK,Peaches,8.0
Love,OK,Pears,8.0
Love,OK,Pecans,14715.0
Love,OK,Strawberries,4.0
Love,OK,Tree nut totals,5216.0
Lowndes,AL,Berry totals,2.0
Lowndes,AL,Blueberries,4.0
Lowndes,AL,Fruit & tree nut totals,62015.0
Lowndes,AL,Orchards,68.0
Lowndes,AL,Pecans,114.0
Lowndes,AL,Tree nut totals,68.0
Lowndes,GA,Berry totals,131070.0
Lowndes,GA,Blueberries,94.0
Lowndes,GA,Citrus totals,110.0
Lowndes,GA,Fruit & tree nut totals,12533139.0
Lowndes,GA,Grapes,21.0
Lowndes,GA,Non-citrus totals,69.0
Lowndes,GA,"Non-citrus, other",5.0
Lowndes,GA,Olives,4.0
Lowndes,GA,Orchards,7599.0
Lowndes,GA,Pecans,16518.0
Lowndes,GA,Tangerines,110.0
Lowndes,GA,Tree nut totals,8259.0
Lowndes,MS,Berry totals,6040.0
Lowndes,MS,Blueberries,84.0
Lowndes,MS,Fruit & tree nut totals,52020.0
Lowndes,MS,Grapes,12.0
Lowndes,MS,Non-citrus totals,14.0
Lowndes,MS,Orchards,43.0
Lowndes,MS,Pecans,8.0
Lowndes,MS,Plums,4.0
Lowndes,MS,Plums & prunes,4.0
Lowndes,MS,Tree nut totals,4.0
Lubbock,TX,Apples,67.0
Lubbock,TX,Apricots,6.0
Lubbock,TX,Berry totals,5011.0
Lubbock,TX,Blackberries,6.0
Lubbock,TX,Fruit & tree nut totals,3236102.0
Lubbock,TX,Grapes,204.0
Lubbock,TX,Non-citrus totals,350.0
Lubbock,TX,Orchards,2443.0
Lubbock,TX,Peaches,66.0
Lubbock,TX,Pears,12.0
Lubbock,TX,Pecans,1926.0
Lubbock,TX,Pistachios,2.0
Lubbock,TX,Plums,6.0
Lubbock,TX,Plums & prunes,6.0
Lubbock,TX,Pomegranates,4.0
Lubbock,TX,Strawberries,4.0
Lubbock,TX,Tree nut totals,2271.0
Lucas,IA,Apples,16.0
Lucas,IA,Aronia berries,6.0
Lucas,IA,Berry totals,20.0
Lucas,IA,Blueberries,4.0
Lucas,IA,Cherries,2.0
Lucas,IA,Chestnuts,2.0
Lucas,IA,Fruit & tree nut totals,20021.0
Lucas,IA,Grapes,12.0
Lucas,IA,Hazelnuts,2.0
Lucas,IA,Non-citrus totals,26.0
Lucas,IA,Orchards,37.0
Lucas,IA,Peaches,4.0
Lucas,IA,Pecans,6.0
Lucas,IA,Plums,2.0
Lucas,IA,Plums & prunes,2.0
Lucas,IA,Raspberries,4.0
Lucas,IA,Tree nut totals,18.0
Lucas,IA,"Tree nuts, other",10.0
Lucas,IA,Walnuts,2.0
Lucas,OH,Apples,13.0
Lucas,OH,Berry totals,54033.0
Lucas,OH,Blackberries,2.0
Lucas,OH,Blueberries,12.0
Lucas,OH,Fruit & tree nut totals,19.0
Lucas,OH,Grapes,4.0
Lucas,OH,Non-citrus totals,15.0
Lucas,OH,Orchards,14.0
Lucas,OH,Peaches,14.0
Lucas,OH,Pears,8.0
Lucas,OH,Raspberries,18.0
Lucas,OH,Strawberries,20.0
Luce,MI,Apples,7.0
Luce,MI,Berry totals,9.0
Luce,MI,Blackberries,14.0
Luce,MI,Blueberries,30.0
Luce,MI,Cherries,2.0
Luce,MI,Fruit & tree nut totals,4.0
Luce,MI,Non-citrus totals,7.0
Luce,MI,Orchards,6.0
Lumpkin,GA,Apples,4.0
Lumpkin,GA,Berry totals,50031.0
Lumpkin,GA,Blackberries,2.0
Lumpkin,GA,Blueberries,44.0
Lumpkin,GA,Cherries,4.0
Lumpkin,GA,Fruit & tree nut totals,1596027.0
Lumpkin,GA,Grapes,172.0
Lumpkin,GA,Non-citrus totals,23.0
Lumpkin,GA,Orchards,272.0
Lumpkin,GA,Pears,8.0
Lumpkin,GA,Raspberries,8.0
Lumpkin,GA,Strawberries,2.0
Lumpkin,GA,Tree nut totals,2.0
Lumpkin,GA,"Tree nuts, other",2.0
Luna,NM,Apples,2.0
Luna,NM,Fruit & tree nut totals,10692100.0
Luna,NM,Grapes,7.0
Luna,NM,Non-citrus totals,384.0
Luna,NM,"Non-citrus, other",2.0
Luna,NM,Orchards,4322.0
Luna,NM,Pecans,3536.0
Luna,NM,Pistachios,75.0
Luna,NM,Tree nut totals,3546.0
Lunenburg,VA,Apples,21.0
Lunenburg,VA,Berry totals,22016.0
Lunenburg,VA,Blackberries,6.0
Lunenburg,VA,Blueberries,8.0
Lunenburg,VA,Cherries,4.0
Lunenburg,VA,Fruit & tree nut totals,87017.0
Lunenburg,VA,Grapes,18.0
Lunenburg,VA,Non-citrus totals,58.0
Lunenburg,VA,Orchards,49.0
Lunenburg,VA,Peaches,26.0
Lunenburg,VA,Pears,24.0
Lunenburg,VA,Pecans,44.0
Lunenburg,VA,Persimmons,4.0
Lunenburg,VA,Plums,4.0
Lunenburg,VA,Plums & prunes,4.0
Lunenburg,VA,Strawberries,9.0
Lunenburg,VA,Tree nut totals,22.0
Luzerne,PA,Apples,385.0
Luzerne,PA,Berry totals,241153.0
Luzerne,PA,Blackberries,4.0
Luzerne,PA,Blueberries,139.0
Luzerne,PA,Cherries,21.0
Luzerne,PA,Currants,14.0
Luzerne,PA,Elderberries,10.0
Luzerne,PA,Fruit & tree nut totals,2114053.0
Luzerne,PA,Grapes,7.0
Luzerne,PA,Hazelnuts,4.0
Luzerne,PA,Nectarines,3.0
Luzerne,PA,Non-citrus totals,460.0
Luzerne,PA,Orchards,257.0
Luzerne,PA,Peaches,81.0
Luzerne,PA,Pears,65.0
Luzerne,PA,Plums,20.0
Luzerne,PA,Plums & prunes,20.0
Luzerne,PA,Raspberries,82.0
Luzerne,PA,Strawberries,64.0
Luzerne,PA,Tree nut totals,13.0
Luzerne,PA,"Tree nuts, other",6.0
Lycoming,PA,Almonds,6.0
Lycoming,PA,Apples,253.0
Lycoming,PA,Berry totals,266080.0
Lycoming,PA,Blueberries,86.0
Lycoming,PA,Cherries,41.0
Lycoming,PA,Chestnuts,11.0
Lycoming,PA,Fruit & tree nut totals,1862073.0
Lycoming,PA,Grapes,22.0
Lycoming,PA,Non-citrus totals,347.0
Lycoming,PA,Orchards,207.0
Lycoming,PA,Peaches,75.0
Lycoming,PA,Pears,41.0
Lycoming,PA,Plums,8.0
Lycoming,PA,Plums & prunes,8.0
Lycoming,PA,Raspberries,12.0
Lycoming,PA,Strawberries,47.0
Lycoming,PA,Tree nut totals,16.0
Lycoming,PA,Walnuts,2.0
Lynn,TX,Fruit & tree nut totals,2.0
Lynn,TX,Grapes,3.0
Lynn,TX,Non-citrus totals,3.0
Lynn,TX,Orchards,3.0
Lyon,IA,Apples,3.0
Lyon,IA,Aronia berries,6.0
Lyon,IA,Berry totals,6.0
Lyon,IA,Fruit & tree nut totals,71018.0
Lyon,IA,Grapes,33.0
Lyon,IA,Non-citrus totals,39.0
Lyon,IA,Orchards,37.0
Lyon,KS,Apples,6.0
Lyon,KS,Berry totals,4.0
Lyon,KS,Fruit & tree nut totals,68020.0
Lyon,KS,Grapes,56.0
Lyon,KS,Non-citrus totals,16.0
Lyon,KS,Orchards,79.0
Lyon,KS,Peaches,4.0
Lyon,KS,Pears,12.0
Lyon,KS,Pecans,14.0
Lyon,KS,Strawberries,4.0
Lyon,KS,Tree nut totals,7.0
Lyon,KY,Apples,10.0
Lyon,KY,Fruit & tree nut totals,2.0
Lyon,KY,Grapes,17.0
Lyon,KY,Non-citrus totals,23.0
Lyon,KY,Orchards,28.0
Lyon,KY,Peaches,12.0
Lyon,KY,Pears,8.0
Lyon,KY,Tree nut totals,2.0
Lyon,KY,Walnuts,2.0
Lyon,MN,Fruit & tree nut totals,2.0
Lyon,MN,Grapes,2.0
Lyon,MN,Non-citrus totals,2.0
Lyon,MN,Orchards,2.0
Lyon,NV,Apples,32.0
Lyon,NV,Apricots,16.0
Lyon,NV,Berry totals,11.0
Lyon,NV,Blackberries,6.0
Lyon,NV,Blueberries,4.0
Lyon,NV,Cherries,12.0
Lyon,NV,Fruit & tree nut totals,88026.0
Lyon,NV,Grapes,24.0
Lyon,NV,Non-citrus totals,61.0
Lyon,NV,"Non-citrus, other",2.0
Lyon,NV,Orchards,107.0
Lyon,NV,Peaches,12.0
Lyon,NV,Pears,58.0
Lyon,NV,Pecans,4.0
Lyon,NV,Plum-apricot hybrids,2.0
Lyon,NV,Strawberries,2.0
Lyon,NV,Tree nut totals,2.0
Mackinac,MI,Apples,18.0
Mackinac,MI,Berry totals,13006.0
Mackinac,MI,Blueberries,6.0
Mackinac,MI,Cherries,8.0
Mackinac,MI,Fruit & tree nut totals,52019.0
Mackinac,MI,Non-citrus totals,40.0
Mackinac,MI,Orchards,38.0
Mackinac,MI,Pears,8.0
Mackinac,MI,Plums,4.0
Mackinac,MI,Plums & prunes,4.0
Mackinac,MI,Raspberries,14.0
Mackinac,MI,Strawberries,2.0
Macomb,MI,Apples,927.0
Macomb,MI,Berry totals,124.0
Macomb,MI,Blueberries,92.0
Macomb,MI,Cherries,82.0
Macomb,MI,Fruit & tree nut totals,4034048.0
Macomb,MI,Grapes,161.0
Macomb,MI,Hazelnuts,2.0
Macomb,MI,Nectarines,10.0
Macomb,MI,Non-citrus totals,479.0
Macomb,MI,Orchards,755.0
Macomb,MI,Peaches,230.0
Macomb,MI,Pears,60.0
Macomb,MI,Plums,26.0
Macomb,MI,Plums & prunes,36.0
Macomb,MI,Prunes,19.0
Macomb,MI,Raspberries,114.0
Macomb,MI,Strawberries,33.0
Macomb,MI,Tree nut totals,2.0
Macon,AL,Apples,8.0
Macon,AL,Apricots,2.0
Macon,AL,Berry totals,24022.0
Macon,AL,Blackberries,4.0
Macon,AL,Blueberries,24.0
Macon,AL,Figs,6.0
Macon,AL,Fruit & tree nut totals,434021.0
Macon,AL,Grapes,75.0
Macon,AL,Non-citrus totals,83.0
Macon,AL,Orchards,583.0
Macon,AL,Peaches,4.0
Macon,AL,Pears,16.0
Macon,AL,Pecans,747.0
Macon,AL,Plums,2.0
Macon,AL,Plums & prunes,2.0
Macon,AL,Strawberries,4.0
Macon,AL,Tree nut totals,365.0
Macon,GA,Berry totals,9.0
Macon,GA,Blueberries,8.0
Macon,GA,Fruit & tree nut totals,26623091.0
Macon,GA,Non-citrus totals,3.0
Macon,GA,Orchards,18802.0
Macon,GA,Peaches,6.0
Macon,GA,Pecans,13736.0
Macon,GA,Strawberries,2.0
Macon,GA,Tree nut totals,6868.0
Macon,IL,Apples,16.0
Macon,IL,Apricots,6.0
Macon,IL,Berry totals,11026.0
Macon,IL,Blackberries,2.0
Macon,IL,Blueberries,20.0
Macon,IL,Cherries,14.0
Macon,IL,Fruit & tree nut totals,256021.0
Macon,IL,Grapes,18.0
Macon,IL,Non-citrus totals,42.0
Macon,IL,Orchards,46.0
Macon,IL,Peaches,27.0
Macon,IL,Pears,26.0
Macon,IL,Pecans,4.0
Macon,IL,Raspberries,18.0
Macon,IL,Strawberries,15.0
Macon,IL,Tree nut totals,3.0
Macon,IL,Walnuts,2.0
Macon,MO,Apples,12.0
Macon,MO,Berry totals,8.0
Macon,MO,Blackberries,4.0
Macon,MO,Cherries,4.0
Macon,MO,Fruit & tree nut totals,57010.0
Macon,MO,Grapes,42.0
Macon,MO,Non-citrus totals,80.0
Macon,MO,Orchards,46.0
Macon,MO,Peaches,12.0
Macon,MO,Pears,8.0
Macon,MO,Plums,6.0
Macon,MO,Plums & prunes,6.0
Macon,MO,Strawberries,4.0
Macon,NC,Apples,23.0
Macon,NC,Berry totals,124053.0
Macon,NC,Blackberries,4.0
Macon,NC,Blueberries,74.0
Macon,NC,Cherries,4.0
Macon,NC,Fruit & tree nut totals,226039.0
Macon,NC,Grapes,87.0
Macon,NC,Non-citrus totals,117.0
Macon,NC,Orchards,87.0
Macon,NC,Peaches,14.0
Macon,NC,Pears,4.0
Macon,NC,Raspberries,8.0
Macon,NC,Strawberries,3.0
Macon,NC,Tree nut totals,37.0
Macon,NC,"Tree nuts, other",22.0
Macon,NC,Walnuts,16.0
Macon,TN,Apples,8.0
Macon,TN,Berry totals,16021.0
Macon,TN,Blackberries,7.0
Macon,TN,Blueberries,32.0
Macon,TN,Cherries,2.0
Macon,TN,Chestnuts,2.0
Macon,TN,Figs,2.0
Macon,TN,Fruit & tree nut totals,16.0
Macon,TN,Grapes,4.0
Macon,TN,Non-citrus totals,21.0
Macon,TN,Orchards,61.0
Macon,TN,Peaches,4.0
Macon,TN,Pears,34.0
Macon,TN,Pecans,12.0
Macon,TN,Raspberries,12.0
Macon,TN,Tree nut totals,10.0
Macon,TN,"Tree nuts, other",6.0
Macoupin,IL,Apples,210.0
Macoupin,IL,Berry totals,52050.0
Macoupin,IL,Blackberries,41.0
Macoupin,IL,Blueberries,36.0
Macoupin,IL,Cherries,17.0
Macoupin,IL,Fruit & tree nut totals,806031.0
Macoupin,IL,Grapes,24.0
Macoupin,IL,Non-citrus totals,150.0
Macoupin,IL,Orchards,203.0
Macoupin,IL,Peaches,177.0
Macoupin,IL,Pears,12.0
Macoupin,IL,Pecans,8.0
Macoupin,IL,Persimmons,2.0
Macoupin,IL,Plums,11.0
Macoupin,IL,Plums & prunes,11.0
Macoupin,IL,Strawberries,4.0
Macoupin,IL,Tree nut totals,4.0
Madera,CA,Almonds,253444.0
Madera,CA,Apples,80.0
Madera,CA,Apricots,8.0
Madera,CA,"Berries, other",2.0
Madera,CA,Berry totals,1378261.0
Madera,CA,Blackberries,16.0
Madera,CA,Blueberries,348.0
Madera,CA,Cherries,1725.0
Madera,CA,Citrus totals,11532.0
Madera,CA,Figs,12424.0
Madera,CA,Fruit & tree nut totals,2171277636.0
Madera,CA,Grapefruit,2.0
Madera,CA,Grapes,121453.0
Madera,CA,Hazelnuts,6.0
Madera,CA,Kiwifruit,104.0
Madera,CA,Lemons,6.0
Madera,CA,Nectarines,6.0
Madera,CA,Non-citrus totals,159657.0
Madera,CA,"Non-citrus, other",8.0
Madera,CA,Olives,869.0
Madera,CA,Oranges,5808.0
Madera,CA,Orchards,492718.0
Madera,CA,Peaches,3466.0
Madera,CA,Pears,22.0
Madera,CA,Pecans,22.0
Madera,CA,Persimmons,20.0
Madera,CA,Pistachios,62424.0
Madera,CA,Plum-apricot hybrids,2.0
Madera,CA,Plums,108.0
Madera,CA,Plums & prunes,717.0
Madera,CA,Pomegranates,18509.0
Madera,CA,Prunes,648.0
Madera,CA,Raspberries,8.0
Madera,CA,Strawberries,42.0
Madera,CA,Tangelos,385.0
Madera,CA,Tangerines,4974.0
Madera,CA,Tree nut totals,321163.0
Madera,CA,Walnuts,2324.0
Madison,AL,Apples,50.0
Madison,AL,Berry totals,136.0
Madison,AL,Blackberries,53.0
Madison,AL,Blueberries,158.0
Madison,AL,Cherries,4.0
Madison,AL,Chestnuts,10.0
Madison,AL,Citrus totals,4.0
Madison,AL,Elderberries,4.0
Madison,AL,Figs,4.0
Madison,AL,Fruit & tree nut totals,131085.0
Madison,AL,Grapes,98.0
Madison,AL,Kiwifruit,4.0
Madison,AL,Non-citrus totals,125.0
Madison,AL,Orchards,268.0
Madison,AL,Peaches,53.0
Madison,AL,Pears,71.0
Madison,AL,Pecans,268.0
Madison,AL,Persimmons,4.0
Madison,AL,Plums,11.0
Madison,AL,Plums & prunes,11.0
Madison,AL,Strawberries,4.0
Madison,AL,Tangerines,4.0
Madison,AL,Tree nut totals,229.0
Madison,AL,"Tree nuts, other",6.0
Madison,AR,Apples,16.0
Madison,AR,Berry totals,4010.0
Madison,AR,Blackberries,6.0
Madison,AR,Blueberries,4.0
Madison,AR,Fruit & tree nut totals,14.0
Madison,AR,Grapes,6.0
Madison,AR,Non-citrus totals,21.0
Madison,AR,Orchards,19.0
Madison,AR,Peaches,20.0
Madison,AR,Pears,20.0
Madison,AR,Pecans,20.0
Madison,AR,Plums,10.0
Madison,AR,Plums & prunes,10.0
Madison,AR,Tree nut totals,10.0
Madison,FL,Apples,3.0
Madison,FL,Berry totals,463170.0
Madison,FL,Blackberries,4.0
Madison,FL,Blueberries,180.0
Madison,FL,Chestnuts,2.0
Madison,FL,Fruit & tree nut totals,809086.0
Madison,FL,Grapes,4.0
Madison,FL,Non-citrus totals,22.0
Madison,FL,Orchards,375.0
Madison,FL,Peaches,4.0
Madison,FL,Pecans,512.0
Madison,FL,Persimmons,4.0
Madison,FL,Tree nut totals,538.0
Madison,FL,"Tree nuts, other",7.0
Madison,GA,Apples,21.0
Madison,GA,Berry totals,73061.0
Madison,GA,Blackberries,38.0
Madison,GA,Blueberries,104.0
Madison,GA,Chestnuts,4.0
Madison,GA,Elderberries,18.0
Madison,GA,Figs,2.0
Madison,GA,Fruit & tree nut totals,228048.0
Madison,GA,Grapes,16.0
Madison,GA,Non-citrus totals,91.0
Madison,GA,Orchards,97.0
Madison,GA,Peaches,37.0
Madison,GA,Pears,60.0
Madison,GA,Pecans,70.0
Madison,GA,Persimmons,4.0
Madison,GA,Plums,22.0
Madison,GA,Plums & prunes,22.0
Madison,GA,Raspberries,4.0
Madison,GA,Strawberries,8.0
Madison,GA,Tree nut totals,45.0
Madison,GA,Walnuts,2.0
Madison,ID,Apples,19.0
Madison,ID,Apricots,2.0
Madison,ID,Berry totals,5016.0
Madison,ID,Cherries,4.0
Madison,ID,Fruit & tree nut totals,90017.0
Madison,ID,Non-citrus totals,23.0
Madison,ID,Orchards,26.0
Madison,ID,Pears,8.0
Madison,ID,Plums,2.0
Madison,ID,Plums & prunes,2.0
Madison,ID,Raspberries,16.0
Madison,ID,Strawberries,2.0
Madison,IL,Almonds,4.0
Madison,IL,Apples,81.0
Madison,IL,Berry totals,40039.0
Madison,IL,Blackberries,22.0
Madison,IL,Blueberries,4.0
Madison,IL,Boysenberries,2.0
Madison,IL,Cherries,22.0
Madison,IL,Fruit & tree nut totals,597056.0
Madison,IL,Grapes,68.0
Madison,IL,Non-citrus totals,280.0
Madison,IL,Orchards,209.0
Madison,IL,Peaches,119.0
Madison,IL,Pears,40.0
Madison,IL,Pecans,70.0
Madison,IL,Persimmons,3.0
Madison,IL,Plums,11.0
Madison,IL,Plums & prunes,11.0
Madison,IL,Raspberries,12.0
Madison,IL,Strawberries,4.0
Madison,IL,Tree nut totals,46.0
Madison,IL,Walnuts,3.0
Madison,IN,Apples,8.0
Madison,IN,Berry totals,18.0
Madison,IN,Blackberries,2.0
Madison,IN,Cherries,2.0
Madison,IN,Fruit & tree nut totals,76013.0
Madison,IN,Grapes,22.0
Madison,IN,Non-citrus totals,36.0
Madison,IN,Orchards,34.0
Madison,IN,Peaches,10.0
Madison,IN,Pears,4.0
Madison,IN,Plums,2.0
Madison,IN,Plums & prunes,2.0
Madison,IN,Strawberries,12.0
Madison,IA,Apples,32.0
Madison,IA,Aronia berries,4.0
Madison,IA,"Berries, other",2.0
Madison,IA,Berry totals,6.0
Madison,IA,Cherries,16.0
Madison,IA,Chestnuts,2.0
Madison,IA,Fruit & tree nut totals,71015.0
Madison,IA,Grapes,54.0
Madison,IA,Nectarines,2.0
Madison,IA,Non-citrus totals,61.0
Madison,IA,"Non-citrus, other",2.0
Madison,IA,Orchards,82.0
Madison,IA,Peaches,24.0
Madison,IA,Pears,39.0
Madison,IA,Plums,12.0
Madison,IA,Plums & prunes,12.0
Madison,IA,Tree nut totals,2.0
Madison,KY,Apples,37.0
Madison,KY,Berry totals,48080.0
Madison,KY,Blackberries,53.0
Madison,KY,Blueberries,66.0
Madison,KY,Cherries,6.0
Madison,KY,Chestnuts,13.0
Madison,KY,Elderberries,10.0
Madison,KY,Figs,4.0
Madison,KY,Fruit & tree nut totals,28.0
Madison,KY,Grapes,6.0
Madison,KY,Hazelnuts,14.0
Madison,KY,Non-citrus totals,55.0
Madison,KY,"Non-citrus, other",4.0
Madison,KY,Orchards,77.0
Madison,KY,Peaches,26.0
Madison,KY,Pears,55.0
Madison,KY,Pecans,12.0
Madison,KY,Persimmons,6.0
Madison,KY,Plums,10.0
Madison,KY,Plums & prunes,10.0
Madison,KY,Raspberries,26.0
Madison,KY,Strawberries,13.0
Madison,KY,Tree nut totals,31.0
Madison,KY,Walnuts,3.0
Madison,LA,Fruit & tree nut totals,200006.0
Madison,LA,Orchards,6.0
Madison,LA,Pecans,12.0
Madison,LA,Tree nut totals,6.0
Madison,MS,Apples,4.0
Madison,MS,Berry totals,8.0
Madison,MS,Blackberries,4.0
Madison,MS,Blueberries,20.0
Madison,MS,Cherries,4.0
Madison,MS,Fruit & tree nut totals,15009.0
Madison,MS,Non-citrus totals,10.0
Madison,MS,Orchards,21.0
Madison,MS,Peaches,12.0
Madison,MS,Pecans,46.0
Madison,MS,Persimmons,4.0
Madison,MS,Plums,8.0
Madison,MS,Plums & prunes,8.0
Madison,MS,Tree nut totals,21.0
Madison,MT,Apples,13.0
Madison,MT,"Berries, other",2.0
Madison,MT,Berry totals,2.0
Madison,MT,Cherries,10.0
Madison,MT,Fruit & tree nut totals,4.0
Madison,MT,Non-citrus totals,17.0
Madison,MT,Orchards,17.0
Madison,MT,Pears,16.0
Madison,MT,Plums,10.0
Madison,MT,Plums & prunes,10.0
Madison,NE,Apples,12.0
Madison,NE,Aronia berries,40.0
Madison,NE,"Berries, other",6.0
Madison,NE,Berry totals,39039.0
Madison,NE,Cherries,4.0
Madison,NE,Elderberries,6.0
Madison,NE,Fruit & tree nut totals,185022.0
Madison,NE,Non-citrus totals,14.0
Madison,NE,Orchards,14.0
Madison,NE,Peaches,4.0
Madison,NE,Pears,4.0
Madison,NE,Plums,2.0
Madison,NE,Plums & prunes,2.0
Madison,NE,Strawberries,2.0
Madison,NY,Apples,170.0
Madison,NY,"Berries, other",4.0
Madison,NY,Berry totals,270124.0
Madison,NY,Blackberries,4.0
Madison,NY,Blueberries,108.0
Madison,NY,Cherries,4.0
Madison,NY,Chestnuts,4.0
Madison,NY,Currants,10.0
Madison,NY,Elderberries,4.0
Madison,NY,Fruit & tree nut totals,660047.0
Madison,NY,Grapes,3.0
Madison,NY,Non-citrus totals,84.0
Madison,NY,Orchards,140.0
Madison,NY,Peaches,8.0
Madison,NY,Pears,16.0
Madison,NY,Plums,4.0
Madison,NY,Plums & prunes,4.0
Madison,NY,Raspberries,56.0
Madison,NY,Strawberries,91.0
Madison,NY,Tree nut totals,4.0
Madison,NY,"Tree nuts, other",4.0
Madison,NC,Apples,109.0
Madison,NC,Aronia berries,6.0
Madison,NC,"Berries, other",13.0
Madison,NC,Berry totals,82103.0
Madison,NC,Blackberries,60.0
Madison,NC,Blueberries,108.0
Madison,NC,Cherries,14.0
Madison,NC,Chestnuts,6.0
Madison,NC,Elderberries,6.0
Madison,NC,Figs,6.0
Madison,NC,Fruit & tree nut totals,69.0
Madison,NC,Grapes,38.0
Madison,NC,Non-citrus totals,139.0
Madison,NC,Orchards,112.0
Madison,NC,Peaches,16.0
Madison,NC,Pears,29.0
Madison,NC,Pecans,24.0
Madison,NC,Plums,8.0
Madison,NC,Plums & prunes,8.0
Madison,NC,Raspberries,104.0
Madison,NC,Strawberries,17.0
Madison,NC,Tree nut totals,29.0
Madison,NC,"Tree nuts, other",2.0
Madison,NC,Walnuts,8.0
Madison,OH,Apples,16.0
Madison,OH,Berry totals,6.0
Madison,OH,Blackberries,4.0
Madison,OH,Cherries,6.0
Madison,OH,Fruit & tree nut totals,320010.0
Madison,OH,Non-citrus totals,88.0
Madison,OH,Orchards,51.0
Madison,OH,Peaches,12.0
Madison,TN,Apples,6.0
Madison,TN,Apricots,4.0
Madison,TN,Berry totals,24.0
Madison,TN,Blueberries,28.0
Madison,TN,Chestnuts,6.0
Madison,TN,Fruit & tree nut totals,57030.0
Madison,TN,Grapes,6.0
Madison,TN,Hazelnuts,4.0
Madison,TN,Non-citrus totals,53.0
Madison,TN,Orchards,60.0
Madison,TN,Peaches,18.0
Madison,TN,Pears,12.0
Madison,TN,Pecans,22.0
Madison,TN,Plums,4.0
Madison,TN,Plums & prunes,4.0
Madison,TN,Strawberries,14.0
Madison,TN,Tree nut totals,50.0
Madison,TN,Walnuts,5.0
Madison,TX,Apples,2.0
Madison,TX,Berry totals,2.0
Madison,TX,Blueberries,6.0
Madison,TX,Figs,3.0
Madison,TX,Fruit & tree nut totals,2174018.0
Madison,TX,Non-citrus totals,203.0
Madison,TX,"Non-citrus, other",2.0
Madison,TX,Olives,9.0
Madison,TX,Orchards,1658.0
Madison,TX,Peaches,16.0
Madison,TX,Pears,4.0
Madison,TX,Pecans,2934.0
Madison,TX,Persimmons,2.0
Madison,TX,Pomegranates,2.0
Madison,TX,Tree nut totals,2888.0
Madison,VA,Apples,177.0
Madison,VA,Berry totals,92066.0
Madison,VA,Blackberries,13.0
Madison,VA,Blueberries,62.0
Madison,VA,Cherries,2.0
Madison,VA,Elderberries,3.0
Madison,VA,Fruit & tree nut totals,1066064.0
Madison,VA,Grapes,250.0
Madison,VA,Kiwifruit,4.0
Madison,VA,Non-citrus totals,233.0
Madison,VA,Orchards,287.0
Madison,VA,Peaches,20.0
Madison,VA,Pears,6.0
Madison,VA,Raspberries,23.0
Madison,VA,Strawberries,21.0
Madison,VA,Tree nut totals,3.0
Madison,VA,"Tree nuts, other",3.0
Magoffin,KY,Apples,8.0
Magoffin,KY,Berry totals,5.0
Magoffin,KY,Blueberries,12.0
Magoffin,KY,Fruit & tree nut totals,4.0
Magoffin,KY,Non-citrus totals,10.0
Magoffin,KY,"Non-citrus, other",2.0
Magoffin,KY,Orchards,14.0
Magoffin,KY,Pecans,8.0
Magoffin,KY,Raspberries,12.0
Magoffin,KY,Strawberries,4.0
Magoffin,KY,Tree nut totals,4.0
Mahaska,IA,Apples,16.0
Mahaska,IA,Aronia berries,2.0
Mahaska,IA,Berry totals,4.0
